cid	size	cluster
Lively_place	3	bustle.v, hum.v, buzz.v
Posture	15	shrink.v, sprawl.v, slouch.v, stoop.v, stand.v, kneel.v, bend.v, huddle.v, squat.v, lean.v, cower.v, hunch.v, lie.v, sit.v, crouch.v
Taking_time	1	take.v
Renting	4	hire.v, rent.v, charter.v, lease.v
Employing	2	employ.v, commission.v
Activity_prepare	7	prepare.v, ready.v, rally.v, gear up.v, compose.v, get ready.v, fix.v
Amalgamation	17	unite.v, commingle.v, mix.v, meld.v, blend.v, intermix.v, band together.v, come together.v, consolidate.v, unify.v, amalgamate.v, fuse.v, combine.v, merge.v, coalesce.v, join.v, jumble.v
Losing_track_of_perceiver	1	lose.v
Breaking_apart	8	splinter.v, fragment.v, crumble.v, break apart.v, snap.v, break.v, break down.v, shatter.v
Run_risk	2	risk.v, wager.v
Accomplishment	4	accomplish.v, effect.v, bring about.v, achieve.v
Cause_to_rot	2	rot.v, putrefy.v
Text_creation	28	dash off.v, sign.v, author.v, sign.v, list.v, write.v, pen.v, compose.v, draft.v, jot.v, say.v, speak.v, utter.v, write up.v, write down.v, type out.v, write in.v, write out.v, print.v, type.v, type up.v, chronicle.v, type in.v, print out.v, print up.v, accede.v, get down.v, jot down.v
Have_as_requirement	4	take.v, require.v, demand.v, need.v
Possibility	13	might.v, may.v, take.v, work.v, could.v, serve.v, feed.v, sleep.v, can.v, access.v, can.v, fit.v, seat.v
Firing	11	shitcan.v, sack.v, terminate.v, discharge.v, downsize.v, let go.v, lay off.v, give the boot.v, can.v, dismiss.v, fire.v
Gesture	7	signal.v, nod.v, motion.v, beckon.v, gesticulate.v, gesture.v, wave.v
Holding_off_on	2	wait.v, hold off.v
Deny_or_grant_permission	13	sanction [allow].v, okay.v, prohibit.v, forbid.v, authorize.v, suffer.v, clear.v, permit.v, approve.v, restrict.v, disallow.v, greenlight.v, outlaw.v
Communication_noise	58	snort.v, splutter.v, sputter.v, bray.v, cackle.v, chirp.v, squawk.v, squeak.v, chirrup.v, squeal.v, chuckle.v, thunder.v, cluck.v, titter.v, coo.v, trill.v, croak.v, trumpet.v, croon.v, twitter.v, crow.v, wail.v, cry.v, warble.v, drone.v, wheeze.v, gasp.v, whimper.v, grate.v, whine.v, groan.v, whoop.v, growl.v, yell.v, grunt.v, yelp.v, gurgle.v, hiss.v, hoot.v, howl.v, moan.v, bark.v, murmur.v, bellow.v, purr.v, rap.v, rasp.v, rattle.v, roar.v, bleat.v, rumble.v, burble.v, scream.v, screech.v, shriek.v, shrill.v, bawl.v, snarl.v
Surrendering_possession	4	relinquish.v, surrender.v, give up.v, yield.v
Renting_out	2	lease.v, rent.v
Friction	6	grate.v, squeal.v, scrape.v, screech.v, scrunch.v, rasp.v
Recording	4	record.v, document.v, register.v, chronicle.v
Traversing	16	leap.v, ascend.v, climb.v, cut.v, jump.v, cross.v, mount.v, ford.v, circle.v, hop.v, traverse.v, crisscross.v, skirt.v, descend.v, ascend.v, pass.v
Undergo_change	24	decay.v, fuse.v, go.v, transition.v, transform.v, shift.v, transubstantiate.v, convert.v, fission.v, shape up.v, look up.v, worsen.v, transmute.v, deteriorate.v, turn.v, change.v, transmogrify.v, metamorphose.v, swing.v, ameliorate.v, veer.v, plummet.v, decline.v, improve.v
Request_entity	1	order.v
Travel	5	commute.v, tour.v, journey.v, travel.v, voyage.v
Communication_manner	24	whisper.v, blabber.v, babble.v, bluster.v, chant.v, chatter.v, drawl.v, gabble.v, gibber.v, jabber.v, lisp.v, mouth.v, mumble.v, mutter.v, natter.v, prattle.v, rant.v, rave.v, shout.v, simper.v, sing.v, slur.v, stammer.v, stutter.v
Removing	41	swipe.v, take.v, withdraw.v, unload.v, expurgate.v, wash.v, shave.v, confiscate.v, rinse.v, clear.v, roust.v, discard.v, dust.v, dislodge.v, drain.v, scrape.v, eject.v, rip.v, tear.v, eliminate.v, cut.v, file.v, empty.v, disgorge.v, evacuate.v, flush.v, weed.v, evict.v, amputate.v, excise.v, expel.v, expunge.v, extract.v, oust.v, pluck.v, prise.v, purge.v, remove.v, skim.v, snatch.v, strip.v
Rest	1	complement.v
Appointing	21	tap.v, finger.v, dethrone.v, accredit.v, elect.v, appoint.v, throne.v, designate.v, overthrow.v, revolt.v, take over.v, install.v, topple.v, vest.v, coronate.v, mutiny.v, crown.v, oust.v, enthrone.v, depose.v, name.v
Hiring	9	sign up.v, sign on.v, hire.v, retain.v, sign.v, subcontract.v, commission.v, contract.v, take on.v
Preserving	8	pickle.v, mummify.v, salt.v, cure.v, can.v, preserve.v, dry.v, embalm.v
Talking_into	5	incite.v, lead.v, influence.v, induce.v, talk.v
Hair_configuration	1	curl.v
Board_vehicle	8	hop.v, get.v, emplane.v, embark.v, board.v, embus.v, mount.v, entrain.v
Dispersal	9	disperse.v, distribute.v, scatter.v, strew.v, dissolve.v, sprinkle.v, pass on.v, disseminate.v, spread.v
Satisfying	24	satisfy.v, break.v, conform.v, keep.v, meet.v, by-pass.v, abide (by).v, circumvent.v, violate.v, fulfill.v, transgress.v, comply.v, breach.v, rise to the occasion.v, flout.v, obey.v, disobey.v, play by the rules.v, contravene.v, observe.v, follow.v, honor.v, adhere.v, rise.v
Communication_means	11	telephone.v, telex.v, semaphore.v, wire.v, fax.v, phone.v, pdf.v, call.v, cable.v, radio.v, telegraph.v
Installing	1	install.v
Transition_to_a_quality	42	unhinge.v, char.v, brown.v, broil.v, detach.v, bake.v, decouple.v, braise.v, blanch.v, barbecue.v, take hold.v, singe.v, moor.v, dehydrate.v, fry.v, bind.v, boil.v, sizzle.v, cook.v, simmer.v, go.v, exsiccate.v, dry.v, appear.v, sear.v, attach.v, agglutinate.v, stew.v, toast.v, scorch.v, steam.v, fasten.v, saute.v, roast.v, dry up.v, parboil.v, poach.v, stick.v, grill.v, deep fry.v, coddle.v, unhook.v
Prohibiting_or_licensing	10	ban.v, bar.v, prohibit.v, sanction.v, outlaw.v, permit.v, entitle.v, allow.v, proscribe.v, forbid.v
Make_cognitive_connection	3	link.v, tie.v, connect.v
Dimension	2	measure.v, weigh.v
Avoiding	23	flee.v, get away.v, evade.v, sidestep.v, give the slip.v, eschew.v, shirk.v, forgo.v, shrink from.v, desist.v, keep away.v, stay away.v, avoid.v, skip town.v, sidestep.v, dodge.v, evade.v, duck.v, shun.v, escape.v, skirt.v, dodge.v, elude.v
Expectation	6	await.v, anticipate.v, wait.v, foresee.v, predict.v, expect.v
Undergoing	2	undergo.v, experience.v
Locating	2	locate.v, find.v
Getting_underway	4	get going.v, head out.v, get under way.v, hit the road.v
Simultaneity	2	coincide.v, co-occur.v
Taking_captive	3	secure.v, take captive.v, capture.v
Work	23	seek.v, palpate.v, pan.v, bang away.v, plug away.v, rummage.v, dig.v, feel.v, look.v, sniff.v, pursue.v, shop.v, fumble.v, seek.v, work.v, forage.v, hunt.v, pat down.v, listen.v, watch.v, nose.v, search.v, grope.v
Exchange	5	change.v, trade.v, exchange.v, switch.v, swap.v
Regard	4	find.v, think.v, regard.v, appreciate.v
Meet_specifications	4	rise to the occasion.v, rise.v, meet.v, fulfill.v
Come_together	16	congregate.v, amass.v, band together.v, come together.v, meet.v, stumble.v, gather.v, throng.v, assemble.v, band.v, assemble.v, convene.v, meet.v, gang together.v, encounter.v, convene.v
Court_examination	2	examine.v, cross-examine.v
Reasoning	6	demonstrate.v, prove.v, show.v, reason.v, disprove.v, argue.v
Earnings_and_losses	5	pull.v, earn.v, net.v, make.v, lose.v
Defending	2	defend.v, hold.v
Remembering_to_do	2	remember.v, forget.v
Relative_time	5	precede.v, predate.v, succeed.v, come on heels.v, follow.v
Likelihood	8	can.v, might.v, may.v, would.v, tend.v, must.v, risk.v, wager.v
Receiving	3	accept.v, borrow.v, receive.v
Go_into_shape	5	fold [protein].v, curl.v, fold.v, coil.v, twist.v
Aging	2	mature.v, age.v
Vehicle_departure_initial_stage	3	cast off.v, lift off.v, take off.v
Arranging	7	array.v, deploy.v, justify.v, arrange.v, format.v, order.v, set up.v
Rising_to_a_challenge	2	rise to the occasion.v, rise.v
Cause_motion	58	catapult.v, throw.v, roll.v, shove.v, wrest.v, cast.v, sprinkle.v, tug.v, fling.v, knock.v, haul.v, toss.v, dribble.v, attract.v, drag.v, chuck.v, rake.v, scoot.v, launch.v, slam.v, pull.v, draw.v, drop.v, force.v, shoot.v, slide.v, run.v, splatter.v, impel.v, nudge.v, spray.v, wrench.v, drive.v, jerk.v, hit.v, propel.v, pitch.v, spill.v, stick.v, pump.v, splash.v, transfer.v, pass.v, hurl.v, thrust.v, spew.v, move.v, lift.v, fire off.v, yank.v, drip.v, punt.v, squirt.v, push.v, spatter.v, launch.v, fire.v, press.v
Robbery	7	mug.v, rob.v, rifle.v, hold up.v, ransack.v, rob blind.v, stick up.v
Hearsay	2	hear.v, read.v
Needing	2	require.v, need.v
Render_nonfunctional	6	hose.v, total.v, knock out.v, incapacitate.v, disable.v, break.v
State_continue	3	rest.v, remain.v, stay.v
Becoming_separated	3	divide.v, split.v, separate.v
Evoking	9	conjure.v, suggest.v, put in mind (of).v, call to mind.v, evoke.v, recall.v, bring to mind.v, ring a bell.v, remind.v
Verdict	5	find.v, pronounce.v, clear.v, convict.v, acquit.v
Sending	14	barge.v, forward.v, express.v, wire.v, export.v, post.v, send.v, fax.v, mail.v, refer.v, dispatch.v, telex.v, ship.v, route.v
Putting_out_fire	8	quench.v, snuff out.v, smother.v, stamp out.v, extinguish.v, douse.v, put out.v, blow out.v
Change_of_temperature	7	heat.v, refrigerate.v, reheat.v, warm.v, cool off.v, cool.v, chill.v
Similarity	8	resemble.v, take after.v, agree.v, mimic.v, concur.v, vary.v, differ.v, see eye to eye.v
Detaining	3	hold.v, detain.v, intern.v
Emanating	7	discharge.v, exude.v, secrete.v, issue.v, excrete.v, radiate.v, emanate.v
Containing	4	hold.v, store.v, house.v, contain.v
Food_gathering	4	pick.v, harvest.v, bring in.v, gather.v
Rotting	8	decay.v, fester.v, moulder.v, perish.v, spoil.v, rot.v, putrefy.v, decompose.v
Spatial_contact	2	touch.v, contact.v
Piracy	3	carjack.v, pirate.v, hijack.v
Surrounding	5	rim.v, straddle.v, edge.v, surround.v, ring.v
Processing_materials	19	pickle.v, enrich.v, mummify.v, stain.v, etch.v, reprocess.v, dye.v, process.v, salt.v, galvanize.v, spin.v, cure.v, treat.v, can.v, preserve.v, dry.v, develop.v, embalm.v, weaponize.v
Bail_decision	3	order.v, fix.v, set.v
Catching_fire	5	catch.v, break out.v, catch fire.v, combust.v, start.v
Intentionally_act	1351	tour.v, donate.v, lodge.v, chain.v, falsify.v, bray.v, counterfeit.v, cackle.v, tag along.v, guest.v, hand over.v, give out.v, elect.v, ascend.v, slice.v, fob off.v, forge.v, pass.v, slip.v, fake.v, name.v, foist.v, shadow.v, climb.v, conduct.v, unhinge.v, endow.v, escort.v, stalk.v, retaliate.v, sew.v, give.v, stick.v, revisit.v, dog.v, follow.v, pass out.v, gift.v, pursue.v, bequeath.v, seek.v, hand out.v, shepherd.v, unmoor.v, bark.v, walk.v, grab.v, bellow.v, room.v, stay over.v, unchain.v, trail.v, secure.v, unfasten.v, contribute.v, hand in.v, listen.v, watch.v, bleat.v, commandeer.v, treat.v, burble.v, will.v, help.v, slouch.v, pioneer.v, leave.v, grope.v, bawl.v, mince.v, hand.v, fuse.v, volunteer.v, aid.v, paste.v, christen.v, overnight.v, board.v, justify.v, chirp.v, accompany.v, nickname.v, chirrup.v, chase.v, chuckle.v, show.v, plan.v, order.v, cluck.v, set up.v, coo.v, sleep over.v, croak.v, lose.v, seize.v, croon.v, take.v, affix.v, crow.v, usher.v, cry.v, sell short.v, hound.v, stand.v, drone.v, track.v, visit.v, gasp.v, grate.v, tail.v, groan.v, cinch.v, growl.v, assist.v, grunt.v, quarter.v, gurgle.v, originate.v, cut.v, hiss.v, look.v, recompense.v, sniff.v, hoot.v, torment.v, translate.v, howl.v, ford.v, revenge.v, draw.v, moan.v, coin.v, stand up.v, murmur.v, discover.v, abet.v, avenge.v, purr.v, invent.v, undo.v, rap.v, lead.v, bond.v, detach.v, rasp.v, kneel.v, lie down.v, rattle.v, guide.v, sit.v, stay.v, roar.v, bound.v, lash.v, rumble.v, burrow.v, untie.v, lie.v, scream.v, discipline.v, kneel down.v, screech.v, lead the way.v, equip.v, succor.v, shriek.v, pursue.v, unhook.v, shrill.v, bustle.v, decouple.v, snarl.v, canter.v, bend.v, snort.v, hobble.v, use.v, lock up.v, abscond (with).v, do.v, elect.v, splutter.v, make off (with).v, sniff.v, sputter.v, put out.v, shoot.v, peek.v, squawk.v, fold.v, inject.v, glance.v, advance.v, pop.v, confer (upon).v, bag.v, cop.v, jump.v, squeal.v, sign on.v, lay (into).v, abstract.v, thunder.v, rustle.v, pull.v, titter.v, trill.v, page.v, trumpet.v, twitter.v, hurry.v, strike.v, sniff.v, get through.v, set (upon).v, evade.v, telephone.v, wail.v, answer.v, tie.v, hop.v, drag.v, pickpocket.v, warble.v, wheeze.v, partner.v, whimper.v, whine.v, whoop.v, collaborate.v, atone.v, rejoin.v, commute.v, adjust.v, yell.v, yelp.v, show.v, intercept.v, shirk.v, opt.v, flog.v, fax.v, guillotine.v, shop.v, baptize.v, knot.v, copy.v, storm.v, palpate.v, jog.v, hire on.v, spy.v, duplicate.v, avoid.v, photocopy.v, finish.v, listen.v, call in.v, reduplicate.v, wrap up.v, duck.v, choose.v, tweak.v, escape.v, journey.v, telegraph.v, tie.v, replicate.v, shoplift.v, reproduce.v, calibrate.v, swap.v, trade.v, struggle.v, misappropriate.v, release.v, run off.v, clone.v, jump.v, order.v, embezzle.v, complete.v, nick.v, publish.v, conclude.v, switch.v, assail.v, change.v, cable.v, scramble.v, select.v, stare.v, snatch.v, settle on.v, transfer.v, pick.v, travel.v, tie up.v, outfit.v, hang.v, limp.v, counter.v, ring up.v, leap.v, set.v, scurry.v, get in touch.v, graduate.v, blow up.v, appear.v, observe.v, ambush.v, fasten.v, scuttle.v, peep.v, convict.v, blow.v, voyage.v, raise.v, work out.v, lope.v, erect.v, mail.v, fashion.v, savour.v, piece together.v, look.v, handcuff.v, fit together.v, fix.v, make.v, telex.v, ring.v, explode.v, construct.v, put together.v, lumber.v, sidestep.v, weld.v, build.v, skip.v, dodge.v, win.v, shun.v, skirt.v, assemble.v, put to death.v, raid.v, glue.v, detonate.v, skulk.v, peer.v, radio.v, straitjacket.v, tie up.v, lunge.v, smell.v, shackle.v, slalom.v, pass off.v, find.v, paw.v, seek.v, deactivate.v, carjack.v, trundle.v, pirate.v, break out.v, vault.v, sleepwalk.v, fumble.v, boot.v, sign.v, coach.v, shut off.v, free.v, provision.v, invade.v, babble.v, waddle.v, overrun.v, jail.v, exhaust.v, pull.v, grope.v, pan.v, squeeze.v, wade.v, offend.v, eavesdrop.v, grasp.v, cram.v, insult.v, put away.v, bluster.v, shell out.v, slither.v, palm off.v, knead.v, chant.v, massage.v, rummage.v, study.v, chatter.v, tack.v, drawl.v, tie.v, gabble.v, find.v, wring.v, gibber.v, pronounce.v, tweak.v, waltz.v, jabber.v, nip.v, tutor.v, incarcerate.v, lisp.v, wander.v, educate.v, mouth.v, concern.v, call name.v, mumble.v, nudge.v, mutter.v, pay.v, natter.v, supply.v, prattle.v, push.v, wriggle.v, rant.v, nose.v, slosh.v, hit.v, rave.v, provide.v, pick off.v, shout.v, seize.v, disburse.v, shoot.v, simper.v, gaze.v, sing.v, diddle.v, slop.v, slur.v, tickle.v, skim.v, stammer.v, stutter.v, attend.v, yank.v, imprison.v, whisper.v, blabber.v, goose-step.v, touch.v, retain.v, grab hold.v, lick.v, sear.v, palpate.v, deep fry.v, proceed.v, sidle.v, plank.v, exercise.v, stroke.v, hold.v, get back (at).v, teach.v, hire.v, fly.v, activate.v, head.v, scorch.v, rub.v, master.v, bolster.v, use.v, caress.v, turn off.v, commission.v, employ.v, pinch.v, school.v, take on.v, convey.v, dig.v, use up.v, repair.v, make.v, examine.v, get even.v, communicate.v, singe.v, instruct.v, subcontract.v, expend.v, contract.v, kiss.v, sign up.v, pat down.v, stalk.v, poke.v, venture.v, sign on.v, search.v, train.v, turn on.v, melt.v, handle.v, grip.v, storm.v, make a beeline.v, feel.v, learn.v, tug.v, cook up.v, do.v, tramp.v, expiate.v, retire.v, file.v, represent.v, dethrone.v, make.v, act.v, reward.v, book.v, manufacture.v, perform.v, submit.v, carry out.v, produce.v, conduct.v, throne.v, tread.v, trek.v, engage.v, bring to attention.v, summons.v, execute.v, serve.v, nail.v, point.v, overthrow.v, herald.v, show.v, take over.v, trip.v, turn in.v, acknowledge.v, install.v, troop.v, demonstrate.v, topple.v, pose.v, masquerade.v, vest.v, impersonate.v, quit.v, present[medical].v, pressure.v, elude.v, trot.v, tape.v, exhibit.v, retort.v, coronate.v, trudge.v, mulct.v, punish.v, lobby.v, ticket.v, forage.v, swap.v, crouch down.v, crown.v, oust.v, hunt.v, stride.v, leave.v, badger.v, amerce.v, enthrone.v, flee.v, assault.v, respond.v, cajole.v, utilise.v, exhort.v, avail oneself.v, advocate.v, stroll.v, switch.v, beg.v, strut.v, help out.v, suggest.v, operate.v, aid and abet.v, recommend.v, apply.v, depict.v, bolt.v, block.v, wheedle.v, enjoin.v, fine.v, stumble.v, run away.v, pin.v, swagger.v, limit.v, resign.v, cater.v, admonish.v, dub.v, press.v, attach.v, prevail.v, work.v, call.v, sprawl out.v, hand in.v, swim.v, man.v, dry.v, exercise.v, sprawl.v, advise.v, crouch.v, tiptoe.v, entitle.v, attack.v, come back.v, toddle.v, trade.v, revolt.v, staple.v, present.v, totter.v, apprehend.v, charge.v, traipse.v, urge.v, arrest.v, put together.v, feel.v, abandon.v, stagger.v, fumble.v, bust.v, nab.v, exchange.v, mutiny.v, staff.v, enforce.v, steal.v, glue.v, call up.v, collar.v, fall (upon).v, fly.v, cop.v, sail.v, step.v, change.v, ride.v, reply.v, stomp.v, drive.v, step down.v, stand down.v, cruise.v, depose.v, have.v, cover.v, puff.v, straggle.v, take.v, scourge.v, separate.v, rivet.v, address.v, rescue.v, confront.v, clear.v, silence.v, handle.v, taste.v, entertain.v, induce.v, constrain.v, bop.v, cajole.v, face.v, trick.v, correct.v, collude.v, enter.v, steep.v, team up.v, execute.v, cooperate.v, tether.v, bully.v, run (through).v, bind.v, manacle.v, rename.v, work together.v, fool.v, arrange.v, grab.v, soak.v, fix up.v, finger.v, braise.v, do what (to/with).v, woo.v, goggle.v, amuse.v, deceive.v, amble.v, view.v, handcuff.v, hustle.v, befriend.v, marinate.v, save.v, lose.v, terrorize.v, watch.v, win.v, fetter.v, cheat.v, accede.v, squat.v, cement.v, jot down.v, badger.v, betroth.v, detach.v, clutch.v, sign.v, clasp.v, author.v, go (to).v, gum.v, divert.v, manipulate.v, acquit.v, influence.v, write up.v, lure.v, sit up.v, do.v, eye.v, lean.v, give up.v, array.v, write.v, relinquish.v, deploy.v, claw.v, blanch.v, attend.v, spank.v, bisect.v, rehearse.v, squat down.v, bicycle.v, sit down.v, pen.v, yield.v, engage.v, compose.v, squint.v, blackmail.v, draft.v, cultivate.v, divide.v, lead.v, gawk.v, gape.v, hijack.v, barge.v, surrender.v, convene.v, format.v, flatter.v, admire.v, con.v, bracket.v, sexually assault.v, wire.v, dupe.v, mount.v, incite.v, balloon.v, harass.v, get a handle.v, farm.v, join.v, connect.v, practice.v, back.v, link.v, defraud.v, set up.v, shackle.v, fuel.v, talk.v, back.v, shroud.v, try.v, block off.v, take to the air.v, counter-attack.v, quiet.v, rip.v, shush.v, fix.v, cordon off.v, resolve.v, support.v, invest.v, barricade.v, furnish.v, hide.v, reassure.v, signal.v, afford.v, nod.v, round up.v, rape.v, amass.v, set free.v, motion.v, bang away.v, beckon.v, herd.v, devour.v, collect.v, beleaguer.v, consume.v, gesticulate.v, gesture.v, finance.v, direct.v, plug away.v, wave.v, hush.v, bring together.v, siege.v, hush up.v, nibble.v, nurse.v, issue.v, fund.v, assemble.v, blockade.v, ingest.v, shut up.v, gather.v, advance.v, solve.v, dine.v, mature.v, mask.v, lunch.v, print out.v, breakfast.v, press.v, carve.v, indicate.v, shrink.v, improve.v, work.v, quiet down.v, let go.v, perfect.v, cut.v, camouflage.v, develop.v, buttress.v, pare.v, snack.v, fillet.v, feed.v, feast.v, chop.v, nosh.v, cube.v, munch.v, sup.v, support.v, sip.v, down.v, lease.v, fire.v, devour.v, fold.v, gulp.v, walk.v, can.v, rent.v, guzzle.v, dismiss.v, drive.v, do something (to/with).v, swig.v, fire.v, name.v, lap.v, shitcan.v, bankroll.v, tap.v, slurp.v, sack.v, do something about.v, finger.v, besiege.v, terminate.v, sail.v, work through.v, let go.v, coast.v, enroll.v, lay off.v, sign up.v, give the boot.v, squander.v, accredit.v, cruise.v, appoint.v, tack.v, release.v, loan.v, target.v, conceal.v, discharge.v, lend.v, taxi.v, downsize.v, deplete.v, designate.v, shoulder.v, dice.v, pair.v, nance.v, swing.v, bomb.v, clear up.v, test.v, signal.v, enlist.v, edge.v, rove.v, organize.v, deal.v, infiltrate.v, have.v, operate.v, advance.v, file.v, spend.v, aim.v, throw together.v, join.v, merge.v, toboggan.v, unzip.v, taxi.v, sum up.v, lace.v, wash.v, lump.v, tack.v, flee.v, intermix.v, unbuckle.v, pardon.v, floss.v, kill.v, spring.v, sledge.v, uncork.v, skate.v, shoot.v, pilfer.v, row.v, consume.v, bathe.v, raft.v, chance.v, seal.v, lave.v, meld.v, punt.v, shower.v, pedal.v, outline.v, wed.v, pluck.v, snitch.v, retail.v, moisturize.v, parachute.v, cut.v, cut off.v, comb.v, amalgamate.v, paddle.v, shave.v, motor.v, marry (into).v, wax.v, unscrew.v, preserve.v, embalm.v, shampoo.v, drink.v, share.v, manicure.v, commingle.v, cycle.v, consolidate.v, caravan.v, mummify.v, canoe.v, marry.v, dare.v, gobble.v, twist.v, salt.v, brush [teeth].v, join.v, pinch.v, boat.v, bike.v, cure.v, summarize.v, boil down.v, zip.v, meet.v, soap.v, risk.v, eat.v, replace.v, cleanse.v, swipe.v, imbibe.v, sell.v, quaff.v, sprint.v, groom.v, cap.v, deem.v, mold.v, vend.v, coil.v, can.v, discharge.v, flux.v, file.v, swill.v, convene.v, brush [hair].v, conflate.v, roll (into).v, divorce.v, plait.v, say.v, unhitch.v, pickle.v, put away.v, lurch.v, march.v, curl.v, separate.v, meander.v, jumble.v, mince.v, auction.v, judge.v, blend.v, put back.v, mosey.v, thieve.v, decree.v, snort.v, pace.v, exchange.v, admix.v, rule.v, smoke.v, pad.v, parade.v, plod.v, button.v, filch.v, squeak.v, substitute.v, adjudicate.v, tuck.v, pounce.v, coalesce.v, prance.v, stoop.v, unify.v, buckle.v, promenade.v, flog.v, close.v, purloin.v, fix.v, open.v, get away.v, prowl.v, roam.v, fuse.v, wind.v, fry.v, romp.v, run.v, assemble.v, rush.v, roast.v, sever.v, sashay.v, give the slip.v, saunter.v, switch.v, eschew.v, grill.v, steal.v, forgo.v, split.v, jot.v, shrink from.v, leave.v, scamper.v, desist.v, say.v, scoot.v, speak.v, keep away.v, hazard.v, cane.v, change.v, stay away.v, utter.v, segregate.v, swap out.v, unite.v, lift.v, combine.v, write down.v, segment.v, type out.v, loop.v, write in.v, shuffle.v, tie the knot.v, write out.v, section.v, evade.v, put together.v, partition.v, print.v, fabricate.v, bake.v, unfasten.v, part.v, prepare.v, type.v, fasten.v, mix.v, cook.v, type up.v, chronicle.v, make.v, slink.v, type in.v, bring together.v, whip up.v, venture.v, paddle.v, compound.v, concoct.v, tie.v, print up.v, get down.v, slog.v, sneak.v, scald.v, truss.v, dash off.v, hitchhike.v, char.v, yoke.v, sign.v, tack on.v, list.v, shut up.v, restrict.v, concatenate.v, fry.v, append.v, brown.v, adhere.v, attempt.v, coddle.v, strap.v, endeavor.v, paint.v, operate.v, institute.v, plaster.v, run.v, do.v, make up.v, sight-see.v, implement.v, hook.v, gambol.v, untie.v, front.v, parboil.v, microwave.v, saute.v, hitch.v, anchor.v, caper.v, moor.v, take [picture].v, clamber.v, agglutinate.v, clash.v, tie.v, see.v, solder.v, spin.v, fight.v, weld.v, lock.v, fix.v, develop.v, make.v, poach.v, toast.v, climb.v, contact.v, bombard.v, reprocess.v, dodge.v, process.v, clomp.v, extradite.v, skirmish.v, confine.v, galvanize.v, crawl.v, treat.v, whisk.v, grill.v, enrich.v, creep.v, extract.v, weaponize.v, tour.v, phone in.v, steep.v, brawl.v, stew.v, run out.v, stain.v, dance.v, dye.v, dart.v, imprison.v, broil.v, manage.v, scuffle.v, phone.v, cast.v, try.v, eat up.v, hit.v, simmer.v, reach.v, etch.v, dash.v, write in.v, conspire.v, immure.v, go through.v, tangle.v, sidestep.v, duel.v, call.v, flit.v, develop.v, drop.v, boil.v, flounce.v, rise.v, battle.v, braid.v, synthesise.v, undertake.v, leave.v, roast.v, forget.v, write.v, frolic.v, gallivant.v, found.v, skip town.v, war.v, e-mail.v, barbecue.v, bake.v, hasten.v, mine.v, cook.v, sculpt.v, produce.v, hunch up.v, hold.v, affront.v, kneel up.v, hunch.v, generate.v, set up.v, confront.v, steam.v, hike.v, detain.v, establish.v, slouch.v, tie.v, create.v, huddle.v
Response	34	fine.v, hang.v, reward.v, counter.v, react.v, get back (at).v, act (on).v, come back.v, flog.v, answer.v, execute.v, retaliate.v, acknowledge.v, rejoin.v, recompense.v, retort.v, guillotine.v, cane.v, get even.v, scourge.v, revenge.v, mulct.v, avenge.v, punish.v, ticket.v, put to death.v, amerce.v, discipline.v, respond.v, respond.v, reply.v, meet.v, spank.v, paddle.v
Change_event_time	11	put over.v, delay.v, postpone.v, hold up.v, advance.v, defer.v, move up.v, move back.v, reschedule.v, put off.v, hold over.v
Try_defendant	1	try.v
Function	1	serve.v
Intercepting	1	intercept.v
Turning_out	3	end up.v, turn out.v, prove.v
Knot_creation	1	tie.v
Sentencing	4	condemn.v, order.v, send up.v, sentence.v
Waiting	3	bide its time.v, stand by.v, wait.v
Giving	55	bankroll.v, donate.v, back.v, file.v, auction.v, outfit.v, hand over.v, give out.v, advance.v, hand in.v, confer (upon).v, support.v, provision.v, fob off.v, submit.v, pass.v, foist.v, furnish.v, afford.v, give up.v, loan.v, endow.v, relinquish.v, lend.v, retail.v, shell out.v, give.v, finance.v, turn in.v, yield.v, pass out.v, issue.v, fund.v, gift.v, bequeath.v, hand out.v, surrender.v, pay.v, fix up.v, supply.v, contribute.v, sell.v, hand in.v, treat.v, provide.v, will.v, disburse.v, vend.v, lease.v, equip.v, leave.v, rent.v, hand.v, fuel.v, volunteer.v
Hit_or_miss	2	miss.v, hit.v
Amounting_to	3	amount.v, number.v, total.v
Invading	2	overrun.v, invade.v
Creating	98	make.v, falsify.v, counterfeit.v, forge.v, fake.v, find.v, pioneer.v, accede.v, jot down.v, author.v, sign.v, write.v, fix.v, fry.v, pen.v, roast.v, compose.v, draft.v, jot.v, originate.v, grill.v, say.v, speak.v, translate.v, utter.v, draw.v, write up.v, coin.v, write down.v, discover.v, type out.v, invent.v, form.v, write in.v, create.v, write out.v, assemble.v, print.v, produce.v, type.v, put together.v, fabricate.v, type up.v, bake.v, chronicle.v, prepare.v, generate.v, type in.v, cook.v, make.v, yield.v, print out.v, issue.v, whip up.v, print up.v, concoct.v, get down.v, dash off.v, cook up.v, sign.v, list.v, make.v, manufacture.v, produce.v, paint.v, tie.v, take [picture].v, copy.v, duplicate.v, photocopy.v, reduplicate.v, replicate.v, reproduce.v, run off.v, clone.v, cast.v, raise.v, erect.v, fashion.v, develop.v, piece together.v, fit together.v, synthesise.v, make.v, construct.v, put together.v, found.v, weld.v, build.v, produce.v, sculpt.v, assemble.v, glue.v, generate.v, set up.v, establish.v, create.v, make.v
Chemical-sense_description	3	stink.v, reek.v, smell.v
