cid	size	cluster
Medical_conditions	80	meningitis.n,menorrhagia.n,polio.n,psoriasis.n,pyelonephritis.n,rosacea.n,schizophrenia.n,sciatica.n,shock.n,stress.n,strongylosis.n,syphilis.n,tetanus.n,amnesia.n,tuberculosis.n,tumor.n,ulcer.n,rubella.n,mumps.n,bacterial meningitis.n,German measles.n,candida.n,affliction.n,ailment.n,wound.n,arthritis.n,condition.n,syndrome.n,stenosis.n,asphyxia.n,sick.a,ill.a,unwell.a,health.n,plague.n,anorexia.n,malnourishment.n,malnutrition.n,cholecystitis.n,paraplegic.a,cholera.n,healthy.a,cancer.n,cirrhosis.n,AIDS.n,cold.n,Alzheimer's.n,colitis.n,disorder.n,conjunctivitis.n,develop.v,cryptosporidiosis.n,diarrhea.n,depression.n,dermatitis.n,diabetes.n,diphtheria.n,diverticulosis.n,dysmenorrhoea.n,eczema.n,cataract.n,flu.n,influenza.n,hepatitis.n,asthma.n,hernia.n,hypertension.n,hypoglycaemia.n,bronchitis.n,illness.n,cholangitis.n,disease.n,sickness.n,acromegaly.n,infection.n,jaundice.n,leprosy.n,leukemia.n,malaria.n,measles.n
Remembering_to_do	2	forget.v,remember.v
Function	1	serve.v
Removing	50	unload.v,expurgate.v,wash.v,eject.v,shave.v,evacuate.v,rinse.v,ejection.n,roust.v,eliminate.v,dust.v,elimination.n,extraction.n,empty.v,scrape.v,evacuation.n,rip.v,evict.v,tear.v,eviction.n,cut.v,excise.v,file.v,expel.v,clear.v,disgorge.v,expulsion.n,flush.v,expunge.v,weed.v,extract.v,amputate.v,dislodge.v,oust.v,drain.v,pluck.v,confiscate.v,prise.v,purge.n,purge.v,removal.n,remove.v,skim.v,snatch.v,strip.v,discard.v,swipe.v,take.v,withdraw.v,withdrawal.n
Preferred_alternative_scenario	0	
Breaking_out_captive	2	free.v,break out.v
Education_teaching	27	teacher.n,educate.v,teach.v,educational.a,tutee.n,education.n,schoolmaster.n,tutor.v,instruct.v,study.v,train.v,pupil.n,coach.v,instruction.n,schoolteacher.n,tutor.n,student.n,schoolmistress.n,graduate.n,lecturer.n,cram.v,learn.v,school.v,master.v,protege.n,training.n,professor.n
Medical_intervention	7	prevent.v,result.v,attempt.v,consist.v,indicate.v,treat.v,develop.v
Corroding	3	corrode.v,rust.v,oxidize.v
People_by_morality	13	saint.n,sinner.n,degenerate.n,malefactor.n,wrongdoer.n,low life.n,evildoer.n,reprobate.n,delinquent.n,villain.n,bad apple.n,miscreant.n,fink.n
Attributed_information	4	according to.prep,source.n,viewpoint.n,on authority.idio
Annoyance	3	irritated.a,frustrated.a,annoyed.a
Convey_importance	4	emphasize.v,underscore.v,underline.v,stress.v
Surpassing	8	outstrip.v,surpass.v,outdo.v,outshine.v,pale.v,better.v,exceed.v,eclipse.v
Duration_relation	3	persist.v,for.prep,last.v
Conditional_scenario	0	
Come_down_with	5	contract.v,get.v,come down (with).v,acquire.v,catch.v
Shopping	2	shopping.n,shop.v
Infrastructure	2	infrastructure.n,base.n
Hindering	29	hinder.v,trammel.v,interfere.v,repress.v,obstruction [entity].n,obstruction [act].n,hamper.v,slow.v,interference.n,retard.v,block.v,repressive.a,hurdle.n,impediment.n,obstructive.a,constrain.v,handicap.v,restrain.v,curtail.v,encumbrance.n,hold back.v,obstruct.v,hardship.n,impede.v,inhibit.v,delay.v,hindrance.n,restraint.n,encumber.v
Crime_scenario	0	
Mental_stimulus_stimulus_focus	6	interesting.a,fascinating.a,absorbing.a,engrossing.a,enthralling.a,captivating.a
Temporal_collocation	32	while.c,as of late.adv,modern.a,ultimately.adv,now.adv,lately.adv,on.prep,as.adv,in.prep,of late.adv,at.prep,newly.adv,at present.adv,then.adv,overnight.adv,back then.n,within.prep,over.prep,prehistoric.a,during.prep,current.a,recently.adv,around.prep,future.a,ancient.a,nowadays.n,today.n,at the time.adv,when.adv,early.a,no longer.adv,currently.adv
Alliance	2	coalition.n,alliance.n
Win_prize	1	win.v
Roadways	38	line.n,highway.n,bridge.n,artery.n,underpass.n,roadway.n,road.n,track.n,byway.n,thoroughfare.n,rail.n,street.n,autobahn.n,path.n,expressway.n,railway.n,sidewalk.n,pavement.n,route.n,cul-de-sac.n,flyover.n,railroad.n,way.n,tunnel.n,bypass.n,lane.n,runway.n,crosswalk.n,trail.n,freeway.n,pathway.n,overpass.n,driveway.n,avenue.n,boulevard.n,parkway.n,course.n,motorway.n
Armor	6	plate.n,bulletproof vest.n,flak jacket.n,armor.n,greaves.n,mail.n
Touring	9	tour.n,sights.n,tour.v,sight-see.v,tourist.n,do.v,tourism.n,see.v,sight seer.n
Key	5	password.n,passcard.n,key.n,keycard.n,combination.n
Sending	17	shipment [items].n,wire.v,ship.v,post.v,forward.v,refer.v,shipment [act].n,mail.v,fax.v,barge.v,telex.v,route.v,shipping.n,dispatch.v,send.v,express.v,export.v
Inhibit_motion_scenario	0	
Proximity_image_schema	0	
Law_enforcement_agency	3	police department.n,police.n,fire department.n
Building	15	make.v,fit together.v,weld.v,assemble.v,fashion.v,erect.v,construction.n,glue.v,raise.v,assembly.n,construction [entity].n,piece together.v,put together.v,construct.v,build.v
Estimated_value	3	estimate.n,estimation.n,ballpark figure.n
Becoming_silent	16	sh.intj,quiet down.v,quiet.v,stow it.v,quieten.v,hush.v,hush up.v,not a word.idio,shush.v,silence.v,shut up.v,button (one's) lip.v,pipe down.v,quiet.n,hold (one's) tongue.idio,seal (one's) lips.v
Ontogeny	4	grow.v,growth.n,development.n,develop.v
Friction	6	screech.v,scrape.v,grate.v,rasp.v,scrunch.v,squeal.v
Importance	23	decisive.a,crucial.a,key.a,fundamental.a,count.v,epic.a,pivotal.a,significant.a,seriously.adv,serious.a,vital.a,critical.a,main.a,landmark.n,considerable.a,priority.n,acute.a,major.a,important.a,import.n,instrumental.a,significance.n,importance.n
Presentation_of_mitigation	8	at any rate.adv,at a minimum.adv,in any case.adv,at least.adv,anyhow.adv,at the least.adv,in any event.adv,anyway.adv
Reliance	6	dependence.n,dependency.n,rely.v,count.v,depend.v,reliance.n
Create_physical_artwork	6	take [picture].v,sculpt.v,cast.v,artist.n,paint.v,draw.v
Ambient_temperature	9	scorcher.n,temperature.n,cold.a,freezing.a,warm.a,cool.a,chilly.a,cold.n,hot.a
First_rank	9	leading.a,principal.a,lead.a,main.a,chief.a,lead.n,primary.a,foremost.a,leader.n
Victim_operated_IED	2	VOIED.n,PPIED.n
Encounter	2	stumble.v,encounter.v
Transfer	2	transfer.n,transfer.v
Buildings	104	igloo.n,manse.n,mosque.n,outbuilding.n,outhouse.n,pagoda.n,palazzo.n,mansion.n,pavilion.n,lodge.n,penthouse.n,pyramid.n,monastery.n,rotunda.n,shebang.n,shed.n,skyscraper.n,hotel.n,stable.n,stadium.n,supermarket.n,synagogue.n,tabernacle.n,tavern.n,tepee.n,house.n,terminal.n,triplex.n,warehouse.n,wigwam.n,tower.n,hacienda.n,cabin.n,homestead.n,motel.n,bunker.n,palace.n,theater.n,pension.n,home.n,bar.n,pueblo.n,condominium.n,city hall.n,residence.n,castle.n,disco.n,shack.n,dacha.n,library.n,shanty.n,discotheque.n,shelter.n,dormitory.n,temple.n,tenement.n,bungalow.n,building.n,tent.n,structure.n,villa.n,hospital.n,housing.n,acropolis.n,cottage.n,fortress.n,arena.n,houseboat.n,fortification.n,auditorium.n,church.n,citadel.n,barn.n,fort.n,barracks.n,farmhouse.n,airport.n,basilica.n,dwelling.n,pub.n,blockhouse.n,high-rise.n,campanile.n,quarters.n,caravan.n,caravanserai.n,chalet.n,hostel.n,chateau.n,conservatory.n,garage.n,gazebo.n,greenhouse.n,hall.n,hangar.n,hippodrome.n,hovel.n,inn.n,kennel.n,kiosk.n,lighthouse.n,maisonette.n,mall.n,manor.n
Institutionalization	8	institutionalization.n,admit.v,institutionalize.v,hospitalization.n,commit.v,hospitalize.v,commitment.n,admission.n
Post_giving	0	
Inherent_purpose	2	function.n,purpose.n
Manufacturing	14	fabricate.v,produce.v,manufacture.v,industrial.a,manufacture.n,producer.n,maker.n,production.n,assembly line.n,make.v,fabrication.n,product.n,manufacturer.n,manufacturing.n
Awareness_status	4	possible.a,suspected.a,known.a,presumed.a
Image_schema	0	
Manipulate_into_doing	16	cheat.v,deceive.v,fool.v,defraud.v,bully.v,manipulate.v,hustle.v,con.v,badger.v,trick.v,flatter.v,blackmail.v,cajole.v,harass.v,lure.v,dupe.v
Reciprocality	0	
Talking_into	5	induce.v,talk.v,lead.v,incite.v,influence.v
Change_of_phase_scenario	0	
Arriving	22	return.v,entrance.n,visit.n,return.n,reach.v,make.v,approach.n,get.v,make it.v,descend (on).v,entry.n,crest.v,visit.v,come.v,influx.n,approach.v,arrival.n,hit.v,appear.v,arrive.v,enter.v,find.v
Invasion_scenario	0	
Commerce_pay	6	payment.n,pay.v,disbursement.n,shell out.v,payer.n,disburse.v
Emitting	10	emit.v,radiate.v,emanate.v,discharge.v,exude.v,excrete.v,void.v,give off.v,exhale.v,secrete.v
Dynamism	16	lazy.a,sluggishness.n,lethargy.n,sluggish.a,lethargic.a,intensity.n,vibrant.a,vigorous.a,dynamism.n,energy.n,intense.a,energetic.a,dynamic.a,laziness.n,stamina.n,vigor.n
Make_noise	105	plash.v,plonk.v,plop.v,purr.v,quack.v,rasp.v,rattle.v,roar.v,rustle.v,scrape.v,screech.v,scrunch.v,bark.v,sizzle.v,snarl.v,snicker.v,babble.v,snigger.v,snore.v,snort.v,bellow.v,sob.v,blare.v,sough.v,blast.v,squawk.v,bleat.v,squeak.v,caw.v,squeal.v,bray.v,thump.v,burble.v,thunder.v,cackle.v,tinkle.v,caterwaul.v,titter.v,chatter.v,toll.v,cheep.v,trumpet.v,chirp.v,tweet.v,chuckle.v,twitter.v,clang.v,ululate.v,clash.v,wail.v,clatter.v,whimper.v,click.v,whine.v,coo.v,whinny.v,cough.v,whisper.v,creak.v,whistle.v,croak.v,yammer.v,croon.v,yap.v,crunch.v,yelp.v,drone.v,yodel.v,fizzle.v,yowl.v,gasp.v,crepitate.v,giggle.v,laugh.v,gobble.v,clack.v,growl.v,sploosh.v,grunt.v,scream.v,guffaw.v,ring.v,gurgle.v,beep.v,hawk.v,hem and haw.v,hiss.v,boom.v,hoot.v,cry.v,howl.v,sound.v,hum.v,honk.v,keen.v,play.v,mew.v,toot.v,mewl.v,moan.v,moo.v,neigh.v,patter.v,peal.v,peep.v
Cause_impact	23	slap.v,collide.v,run.v,thump.v,plow.v,rustle.v,strike.v,rattle.v,graze.v,jab.v,crash.v,bang.v,slam.v,clatter.v,thud.v,click.v,rap.v,clash.v,hit.v,clang.v,smack.v,clink.v,ram.v
Post_receiving	0	
Taking_captive	4	take captive.v,secure.v,capture.n,capture.v
Sexual_reproduction_scenario	0	
Religious_belief	4	faithful.n,believe.v,belief.n,faith.n
Delimitation_of_diversity	2	from to.idio,range.v
Intentionally_act	17	engage.v,activity.n,doing.n,carry out.v,agent.n,deed.n,do.v,action.n,actor.n,move.n,act.v,act.n,step.n,measures.n,conduct.v,execute.v,perform.v
Attaching	55	tie.v,staple.v,tape.v,attachment [act].n,adhere.v,pin.v,bind.v,append.v,yoke.v,glue.v,detach.v,link.v,attachment [item].n,truss.v,affix.v,handcuff.v,agglutinate.v,connect.v,moor.v,join.v,tack.v,anchor.v,mount.v,fuse.v,solder.v,wire.v,secure.v,hitch.v,bracket.v,tying.n,untie.v,cinch.v,plaster.v,concatenate.v,lash.v,gum.v,hook.v,sew.v,stick.v,tether.v,shackle.v,strap.v,manacle.v,bond.v,attach.v,rivet.v,weld.v,chain.v,fix.v,fetter.v,tack on.v,nail.v,fasten.v,cement.v,paste.v
Emotions_success_or_failure	4	unfulfilled.a,fulfilled.a,dissatisfied.a,satisfied.a
Fire_emergency_scenario	0	
Pre_getting	0	
Result_of_attempt_scenario	0	
Quantity	6	quantity.n,level.n,number.n,extent.n,amount.n,degree.n
Receiving_scenario	0	
Cause_to_start	21	generate.v,create.v,motivate.v,stimulate.v,set off.v,produce.v,arouse.v,actuate.v,excite.v,call forth.v,bring about.v,incite.v,provoke.v,stir up.v,engender.v,instigate.v,prompt.v,kindle.v,spark.v,elicit.v,trigger.v
Transitive_action	0	
Being_named	46	entitled.a,stage name.n,alias.n,given name.n,codename.n,named.a,name.n,codenamed.a,pet name.n,cognomen.n,pseudonym.n,by-name.n,agnomen.n,caconym.n,nickname.n,praenomen.n,misnomer.n,married name.n,allonym.n,nee.a,soubriquet.n,brand name.n,patronymic.n,forename.n,trivial name.n,maiden name.n,metronymic.n,moniker.n,eponym.n,Christian name.n,aka.a,designated.a,pen name.n,also known as.a,family name.n,go.v,nom de plume.n,nameless.a,nom de guerre.n,known.a,surname.n,first name.n,so-called.a,full name.n,middle name.n,last name.n
Out_of_existence	4	gone.a,a thing of the past.n,toast.n,history.n
Visitor_arrival	0	
Vocalizations	3	squeak.n,cry.n,howl.n
Assigned_location	4	station.v,post.n,place.n,station.n
Perception_body	18	discomfort.n,hurt.v,tickle.v,tingle.v,burn.v,sting.v,be killing.v,prickle.v,ail.v,pain.v,hum.v,chafe.v,ache.v,pain.n,smart.v,itch.v,spin.v,goosebump.n
Economy	2	economy.n,economic.a
Breaking_apart	8	fragment.v,break down.v,crumble.v,snap.v,splinter.v,shatter.v,break apart.v,break.v
People_by_vocation	94	server.n,web developer.n,software developer.n,homemaker.n,flight attendant.n,saleswoman.n,salesperson.n,student.n,artist.n,musician.n,singer.n,painter.n,politician.n,dancer.n,writer.n,editor.n,actor.n,producer.n,scientist.n,director.n,designer.n,actress.n,neuroscientist.n,farmer.n,technician.n,biologist.n,pilot.n,waitress.n,chemist.n,toxicologist.n,physicist.n,engineer.n,anthropologist.n,double agent.n,linguist.n,researcher.n,psychologist.n,professional.a,psychiatrist.n,private eye.n,archaeologist.n,mathematician.n,agent.n,sociologist.n,journalist.n,fire fighter.n,judge.n,firefighter.n,mechanic.n,driver.n,oilman.n,programmer.n,receptionist.n,reporter.n,scholar.n,veterinarian.n,trader.n,mole.n,spy.n,lawyer.n,businessperson.n,speculator.n,architect.n,plain-clothes man.n,magistrate.n,police officer.n,carpenter.n,officer.n,spokesperson.n,spokeswoman.n,gardener.n,spokesman.n,policeman.n,bodyguard.n,salesman.n,police.n,attendant.n,tailor.n,correspondent.n,servant.n,cook.n,manager.n,manservant.n,professor.n,senator.n,waiter.n,attorney.n,maid.n,athlete.n,chef.n,bartender.n,teacher.n,clerk.n,consultant.n
Commerce_scenario	6	goods.n,price.n,commerce.n,trafficker.n,merchandise.n,supply side.n
Nuclear_process	12	fuse.v,nuclear.a,fissile.a,fusion.n,decay.v,thermonuclear.a,radioactive.a,fission.v,decay.n,fission.n,radioactivity.n,fusable.a
Prominence	7	prominent.a,blatant.a,flashy.a,conspicuous.a,eye-catching.a,salient.a,quiet.a
Judicial_body	4	court.n,tribunal.n,judiciary.n,judicial.a
Activity	0	
People_by_military_specialty	4	gunner.n,infantryman.n,sniper.n,signaller.n
Simple_naming	2	call.v,term.v
Topic	16	treat.v,cover.v,on.prep,theme.n,subject.n,regard.n,about.prep,discuss.v,dwell (on).v,concern.v,concerning.prep,address.v,topic.n,regarding.prep,refer.v,regard.v
Atonement	7	atoner.n,expiatory.a,expiation.n,expiator.n,expiate.v,atone.v,atonement.n
Opinion	15	believe.v,think.v,expect.v,feel.v,figure.v,subscribe.v,take.n,believer.n,belief.n,suppose.v,hold.v,sense.n,view.n,subscriber.n,opinion.n
Using	13	utilise.v,use.n,utilisation.n,application.n,avail oneself.v,apply.v,employment.n,operate.v,exercise.v,use.v,operational.a,operation.n,employ.v
Activity_resume	3	renew.v,resume.v,restart.v
Traversing	14	pass.v,leap.v,mount.v,descent.n,hop.v,jump.v,circle.v,traverse.v,ascend.v,skirt.v,cross.v,ascent.n,crisscross.v,descend.v
Sufficiency	22	insufficient.a,enough.adv,adequate.a,sufficient.a,serve.v,adequately.adv,enough.a,adequacy.n,suffice.v,plenty.adv,insufficiently.adv,enough.n,inadequacy.n,inadequate.a,too.adv,sufficiently.adv,so.adv,inadequately.adv,insufficiency.n,plenty.n,plenty.a,ample.a
Successful_action	12	come off.v,manage.v,succeed.v,do it.v,unsuccessful.a,success.n,failed.a,do the trick.v,serve.v,go wrong.v,fail.v,successful.a
Memorization	4	commit to memory.v,memorise.v,memorization.n,learn.v
Exemplariness	3	exemplary.a,standard.a,prototypical.a
Bounded_entity	0	
Give_impression	9	seem.v,stink.v,smell.v,look.v,appear.v,feel.v,sound.v,taste.v,reek.v
Accoutrements	77	medal.n,medallion.n,ribbon.n,badge.n,armband.n,armlet.n,goggles.n,mitre.n,helm.n,helmet.n,gorget.n,greaves.n,coif.n,hauberk.n,tiara.n,mantle.n,circlet.n,gas mask.n,diadem.n,chain.n,locket.n,pendant.n,wig.n,toupee.n,cufflink.n,glasses.n,spectacles.n,brooch.n,hat.n,hat-pin.n,cap.n,ring.n,bonnet.n,mask.n,anklet.n,bandanna.n,regalia.n,headband.n,hairpiece.n,fez.n,earring.n,skullcap.n,jewellery.n,top-hat.n,accoutrement.n,yarmulkah.n,balaclava.n,necklace.n,beret.n,crown.n,biretta.n,boater.n,bracelet.n,bowler.n,coronet.n,nightcap.n,panama.n,bangle.n,sombrero.n,trilby.n,turban.n,shako.n,veil.n,headdress.n,headpiece.n,belt.n,trinket.n,choker.n,sporran.n,snood.n,hairnet.n,hairslide.n,hairpin.n,hairband.n,hairgrip.n,sash.n,watch.n
Damaging	17	vandalise.v,key.v,scratch.v,nick.v,chip.v,score.v,rip.v,sabotage.v,tear.v,dent.v,damage.n,rend.v,scrape.v,damage.v,deface.v,vandalism.n,mar.v
Being_in_control	9	domination.n,manage.v,manipulate.v,rule.v,control.n,manipulation.n,dominate.v,control.v,management.n
Strictness	7	indulgent.a,strict.a,liberal.a,lenient.a,tolerant.a,severe.a,authoritarian.a
Misdeed	6	sin.n,peccadillo.n,transgression.n,transgress.v,sin.v,misdeed.n
Relation	1	relation.n
Hospitality	3	red carpet.n,hospitality.n,hospitable.a
Soaking_up	3	absorb.v,soak up.v,sponge.v
Partitive	2	out of.prep,of.prep
Heralding	1	herald.v
Render_nonfunctional	6	break.v,incapacitate.v,hose.v,knock out.v,disable.v,total.v
Thriving	9	slump.n,do.v,fare.v,prosper.v,thrive.v,prosperity.n,live.v,flourish.v,languish.v
Clemency	1	clemency.n
Prison	10	prison.n,joint.n,jailhouse.n,penitentiary.n,stockade.n,correctional institution.n,slammer.n,brig.n,jail.n,pen.n
Source_path_goal	0	
Apply_heat	41	parboil.v,steaming.n,roast.v,baking.n,cooking.n,char.v,bake.v,blanch.v,stewing.n,brown.v,scorch.v,steep.v,braise.v,barbecue.v,scald.v,boil.v,grilling.n,toasting.n,steam.v,microwave.v,simmer.v,deep fry.v,sear.v,boiling.n,frying.n,cook.v,broiling.n,broil.v,coddle.v,toast.v,grill.v,roasting.n,melting.n,fry.v,melt.v,stew.v,singe.v,poach.v,simmering.n,saute.v,plank.v
Firefighting	8	battle.n,tackle.v,fire fighting.n,fight.v,battle.v,attack.v,control.v,gain ground.idio
Obligation_scenario	0	
Rate_quantification	1	rate.n
Cause_to_resume	4	revive.v,reinstate.v,restart.v,resume.v
Change_post-state	4	changed.a,altered.a,unaltered.a,unchanged.a
Sentencing	5	condemn.v,order.v,sentence.n,send up.v,sentence.v
Mining	3	extract.v,miner.n,mine.v
Stimulus_focus	179	bothersome.a,upsetting.a,spine-chilling.a,dismaying.a,soothing.a,irksome.a,sickening.a,unpleasant.a,mortifying.a,agonizing.a,alarming.a,delightful.a,uplifting.a,pleasant.a,worrisome.a,hair-raising.a,cheering.a,pleasing.a,disillusioning.a,blood-curdling.a,heart-warming.a,unnerving.a,thrilling.a,heartening.a,galling.a,stimulating.a,troubling.a,enjoyable.a,aggravating.a,irritating.a,terrifying.a,frightening.a,gratifying.a,vexatious.a,startling.a,stirring.a,embittering.a,perplexing.a,annoying.a,infuriating.a,stupefying.a,enraging.a,shocking.a,tormenting.a,reassuring.a,comforting.a,discomfiting.a,unsettling.a,disheartening.a,displeasing.a,pitiful.a,sobering.a,stinging.a,maddening.a,pleasurable.a,vexing.a,pathetic.a,beguiling.a,worrying.a,exasperating.a,discomforting.a,unpleasing.a,revolting.a,captivating.a,tiring.a,intimidating.a,scary.a,traumatising.a,traumatic.a,poignant.a,repellent.a,disorientating.a,alienating.a,mystifying.a,boring.a,tiresome.a,thorny.a,astonishing.a,electrifying.a,astounding.a,invigorating.a,appalling.a,disagreeable.a,baffling.a,agreeable.a,bewildering.a,nice.a,bewitching.a,dreadful.a,calming.a,distasteful.a,relaxing.a,ghastly.a,charming.a,abominable.a,confusing.a,delight.n,consoling.a,aggravation.n,surprising.a,depressing.a,annoyance.n,disappointing.a,vexation.n,disconcerting.a,amusing.a,discouraging.a,jolly.a,distressing.a,disturbing.a,engrossing.a,harrowing.a,embarrassing.a,chilling.a,enchanting.a,touching.a,entertaining.a,amazing.a,enthralling.a,empty.a,exciting.a,fulfilling.a,exhilarating.a,full.a,pacifying.a,rich.a,placating.a,unfulfilling.a,heartbreaking.a,satisfying.a,nerve-racking.a,solemn.a,stressful.a,mind-boggling.a,spine-tingling.a,breathtaking.a,heart-rending.a,impressive.a,heart-stopping.a,formidable.a,suspenseful.a,striking.a,sad.a,disgusting.a,hilarious.a,charm [mass].n,unfunny.a,charm [count].n,droll.a,recreation.n,comical.a,relaxation.n,white-knuckle.a,insulting.a,rousing.a,rest.n,tear-jerking.a,cool.a,funny.a,color.n,jaw-dropping.a,strike a chord.v,earth-shattering.a,dear.a,devastating.a,side-splitting.a,humorous.a,dull.a,unexciting.a,intriguing.a,fascinating.a,offensive.a,encouraging.a,mind-numbing.a,troublesome.a,tedious.a,gripping.a,absorbing.a,saddening.a
Motion_noise	38	zing.v,whine.v,whir.v,thunder.v,clank.v,thump.v,clunk.v,thud.v,clatter.v,swish.v,click.v,wheeze.v,clack.v,fizz.v,patter.v,ping.v,creak.v,bang.v,clang.v,crackle.v,howl.v,gurgle.v,purr.v,putter.v,rumble.v,squelch.v,splash.v,roar.v,crunch.v,clink.v,hiss.v,rustle.v,screech.v,buzz.v,crash.v,splutter.v,chug.v,clump.v
Change_resistance	3	bulwark.v,buttress.v,brace.v
Set_relation	0	
Fire_end_scenario	0	
Body_parts	95	tentacle.n,incisor.n,appendage.n,crown.n,body.n,thigh.n,jaw.n,forefinger.n,cheek.n,mouth.n,hindquarters.n,bill.n,ear.n,thumb.n,flesh.n,heel.n,arm.n,limb.n,mustache.n,foreleg.n,neck.n,forefoot.n,thorax.n,hair.n,paw.n,eye.n,buttocks.n,forepaw.n,hoof.n,chest.n,tail.n,lung.n,trunk.n,eyelid.n,horn.n,earlobe.n,head.n,fin.n,breast.n,muzzle.n,beak.n,beard.n,tongue.n,wing.n,anus.n,forelimb.n,nose.n,hindleg.n,elbow.n,flipper.n,finger.n,fang.n,skin.n,maw.n,snout.n,foot.n,fluke.n,belly.n,antenna.n,forearm.n,claw.n,mane.n,throat.n,groin.n,pelt.n,chin.n,tooth.n,back.n,hindlimb.n,rump.n,hand.n,brow.n,midriff.n,shoulder.n,fingertip.n,sole.n,feeler.n,knee.n,leg.n,lip.n,navel.n,member.n,forehead.n,toe.n,toenail.n,nostril.n,whisker.n,talon.n,ankle.n,antler.n,pupil.n,face.n,fingernail.n,temple.n,nape.n
Being_rotted	6	putrid.a,rotted.a,rotten.a,mouldy.a,rancid.a,decayed.a
Commutative_process	4	multiply.v,add.v,multiplication.n,addition.n
Differentiation	10	sort.v,distinguishable.a,discrimination.n,separate.v,tell from.v,differentiate.v,distinguish.v,tell apart.v,discriminate.v,know.v
Partiality	14	favor.v,partial.a,bias.n,neutrality.n,prefer.v,prejudice.n,partiality.n,prejudiced.a,impartiality.n,impartial.a,bias.v,neutral.a,biased.a,prejudge.v
Rescuing	2	save.v,rescue.v
Emotion_directed	186	dismayed.a,disoriented.a,distressed.a,ecstatic.a,elated.a,displeased.a,embittered.a,enraged.a,exasperated.a,exhilarated.a,fed-up.a,gleeful.a,gratified.a,grief-stricken.a,heartbroken.a,horrified.a,indignant.a,infuriated.a,discouraged.a,frightened.a,mortified.a,glee.n,grief.n,mourning.n,disheartened.a,sympathetic.a,sympathize.v,unsympathetic.a,thrilled.a,saddened.a,irate.a,irked.a,ruffled.a,jubilant.a,abashed.a,mournful.a,flustered.a,mystified.a,disquieted.a,humiliated.a,nervous.a,flummoxed.a,nettled.a,nonplussed.a,offended.a,disconsolate.a,overjoyed.a,glum.a,peeved.a,woebegone.a,perplexed.a,lugubrious.a,perturbed.a,desolate.a,interest.n,wretched.a,concern.n,miserable.a,fed up.a,blue.a,all about.prep,despondent.a,demolished.a,downcast.a,fury.n,low-spirited.a,outrage.n,crestfallen.a,crushed.a,disgruntled.a,bitterness.n,downhearted.a,OK.a,flabbergasted.a,fine.a,affronted.a,misery.n,incensed.a,grim.a,overwrought.a,harried.a,riled.a,agonized.a,inconsolable.a,stunned.a,befuddled.a,anguished.a,happy.a,revulsion.n,vexation.n,anger.n,vexed.a,anguish.n,traumatised.a,agony.n,annoyance.n,despondency.n,disquiet.n,sad.a,elation.n,tormented.a,bafflement.n,astonishment.n,worried.a,bewilderment.n,perplexity.n,puzzlement.n,stupefaction.n,shocked.a,mystification.n,dismay.n,discomfiture.n,disgruntlement.n,resentful.a,disorientation.n,stressed.a,discouragement.n,glumness.n,annoyed.a,relaxed.a,disconcertion.n,displeasure.n,dejection.n,sorrow.n,terror-stricken.a,embarrassment.n,revolted.a,exhilaration.n,stupefied.a,disappointment.n,pleased.a,exasperation.n,agitation.n,embarrassed.a,amusement.n,livid.a,boredom.n,distress.n,fascinated.a,chagrined.a,sickened.a,excitement.n,gratification.n,heartbreak.n,rattled.a,horror.n,startled.a,mortification.n,cross.a,appalled.a,sadness.n,sympathy.n,agitated.a,miffed.a,alarmed.a,excited.a,amused.a,ashamed.a,astonished.a,upset.a,astounded.a,baffled.a,bewildered.a,disappointed.a,bored.a,mad.a,chagrin.n,concerned.a,contented.a,angry.a,sore.a,covetous.a,dejected.a,unsettled.a,delight.n,petrified.a,delighted.a,depressed.a,despair.n,devastated.a,anxious.a,discomfited.a,furious.a,disconcerted.a,irritated.a,sorrowful.a
